order_x,356,1161,1385,2037,4892,5042,5125,5258,5267,5303,5338,6236,28883,52604,68933,69541,72274,80840,85004,85006,85007,85008,85009,85010,85011,85012,85013,91347,92860,118964,119069,134362,135613,135614,135618,135619,135622,135624,135625,162474,171549,186802,186826,188961,200644,200666,204433,204441,204455,204457,204458,206350,206351,206389,213849,225057,231213,564886,768507,1229489,1485168,1643682,1643822,1706369,1737405,1752198,1752202,1843489,1853229
356,765.0,,,,,,,3.4356581391697745,,,0.0281190927006488,,0.01896399497458516,,,,3.5701290907998944,9.918661615364297,0.010686454278201016,0.08304861683103174,0.1793252278768587,87.65078103429194,,,70.7065741499274,,,0.8320419662785453,,,0.14826943344812538,,,2.357901627872023,,,,,,,,,,0.8130779713039602,,,,1.9004087934234506,0.02734977312419239,7.220674246910405,1.450663065599633,,1.5164703205271597,0.2664598585418273,,,,,,,13.747170301182967,,,,,,,,
1161,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,,,45.0,,,,,,,,,0.9680582172414806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6019154054378024,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,,,,15.0,,,,,,,,,,,,,,,0.010350015962520293,0.27298644945011125,0.6455908570894799,,0.010350015962520293,,,,,,,,,,,0.010350015962520293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4892,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,0.33726096665604555,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6167253579213507,,,,,,,,
5267,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5338,0.013478786814402578,,,,,,,,,,3.0,,,,,,0.013478786814402578,0.8671635192177901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013478786814402578,,,,,,,,,,,,,0.013256798752119613,,,
6236,,,0.03194178275851933,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
