genus_x,10,16,20,22,68,75,81,191,194,222,237,265,270,283,286,338,357,374,379,404,407,413,416,469,475,482,497,507,517,528,544,547,561,570,586,613,642,816,836,838,841,919,963,1016,1033,1041,1051,1073,1243,1263,1269,1279,1298,1301,1350,1357,1386,1485,1578,1654,1663,1678,1696,1707,1716,1730,1743,1763,1813,1827,1854,1883,2013,2050,2063,2701,2745,2755,4953,4958,5052,5073,5260,5305,5320,5324,5498,5533,5543,5598,5754,6288,12916,12960,13687,28067,28100,28209,28231,28453,29171,29393,29580,32008,32207,32257,33042,33057,33882,33886,33986,34072,34102,36862,37914,39491,40323,41275,43668,46123,46432,46913,47420,47670,48736,52972,53246,53335,53457,54066,54298,55193,55968,57493,57494,57495,57499,59732,59753,63261,65551,66831,67575,68287,73029,73778,76890,80865,83614,83618,84108,85413,88138,89583,92793,93217,93681,95729,96492,104242,106589,106633,111142,111782,114248,117563,119977,124426,125216,131324,141948,146269,146937,149698,150022,151754,156454,156973,160674,162289,165695,165696,165697,165779,169133,182709,186765,189330,195964,196013,201096,203133,203470,212742,212743,216851,238749,242605,246875,265084,267408,274591,281915,292632,292713,312063,316612,323620,335058,352450,364316,375288,378210,397456,397864,413882,416916,419014,459786,490567,504481,543311,552398,556257,564886,658087,665874,747294,1052105,1069494,1164882,1229489,1230734,1232456,1283313,1298913,1380348,1458427,1506553,1506577,1550024,1565605,1566990,1608404,1647420,1649459,1654931,1674805,1679449,1686313,1689303,1691980,1742989,1742992,1752198,1752202,1752204,1752220,1759059,1822464,1847725,1849170,1852621
10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,29.0,,,,,,,,,,,,0.024867815242305354,0.014174560162404816,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014174560162404816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024867815242305354,,,,,,,,,,,,,,,,,,,0.024867815242305354,,,,,,,,,,,,,0.024867815242305354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024867815242305354,,,,,,,,,,,0.024867815242305354,,,,,,,,,,,,,,,0.024867815242305354,,,,,,0.024867815242305354,,,,,,0.024867815242305354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,1.0,,,,,0.03945956315690064,,0.14343700000373294,,0.01620520395698833,,0.7518448805438039,,0.15964220396072126,,,,,,,,,,,,,,,,,,0.02325435919991231,,,,,,,,,,,,,,,,,,,,,,,,,0.14343700000373294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7182909682256756,,,,,,,,,,,,,,,,,,,,,,,,1.5509545272983383,,,,,,,,0.01620520395698833,,,,,,,,,,,,,,,,,,,,,,,0.01620520395698833,0.8626999605813642,1.919884656182614,,,,,,,,,,,0.14343700000373294,,,,0.03945956315690064,,,,,,1.462314873156734,,,,,0.01620520395698833,,,,,,,,,,,,,,,,,,,0.14343700000373294,,,,,,,,0.01620520395698833,,0.4257204114817383,,,,,,,,,,,0.7020857642686873,,,,0.08026816528002519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,1.0,,,,,,,,,0.02734837523478704,,,,0.02734837523478704,,,,,,,,,,,,,,,,,,,,,,,0.02734837523478704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02734837523478704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02734837523478704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9765776015634623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02734837523478704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,1.0,,,,,,,0.019393854089523262,0.019393854089523262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019393854089523262,,,,,,,,0.019393854089523262,,,,,,,,,,,,,,,,,,,,,,,,0.019393854089523262,0.019393854089523262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019393854089523262,,,,,,,,,,,0.019393854089523262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,0.041394286875407416,,,,,19.0,,,,0.1612424816839262,0.19549898857549045,,,0.025122458401708837,,,,,,,,,,,1.0758044628501926,,,,,,,0.05139354181672775,,,,,,,0.05088515597238806,,,,,,,,0.014376029351226694,,,,,,,,,,,0.014376029351226694,,,,,,0.022715493391564333,,,,,,,,,,,,,,,,,,,,,,,,,1.5575366762053917,,,0.03279299539039386,,,,,,,,0.11299243567673134,,,,,,,,0.03628502021530562,0.04636252221413515,,,,0.08542190375324334,,,,,,0.40511296965361376,,0.13331658669368687,0.09818655872389331,,,,0.08778801159737096,,,,,,,,,,,,,,,,,,1.0739497302081518,0.04783795179327317,0.025122458401708837,,,,,0.035121713343029166,,0.022715493391564333,,,0.013569526823741289,0.08978334963647479,,,,0.2236947763789734,,,,,,0.016271828473698582,,,0.022715493391564333,,0.2914330507891314,,,,,,,,,,,,,,0.03573954875270644,0.19569579924827335,,0.035121713343029166,,0.022715493391564333,,,,,,,,0.04088590103106773,,0.025122458401708837,0.03573954875270644,0.022715493391564333,,0.15825709619612063,,,,0.07338731688000598,,,0.05575347474233979,,,,,,,,,,,,0.13392610747659975,,,,0.014376029351226694,,,,0.03628502021530562,,,,,,,,,,,,,,,,,,,,,0.09818655872389331,,,0.0695716082543917,,,
