taxon_id,rank,organism_name,parent,parent_rank
423604,genus,Elusimicrobium,641876,family
442430,genus,Coraliomargarita,415002,family
445219,genus,Reyranella,204441,order
453229,genus,Desulfarculus,453228,family
454159,genus,Kiloniella,597359,family
455358,genus,Balneola,1813606,family
456826,genus,Candidatus Cloacimonas,456828,phylum
457933,genus,Elioraea,204441,order
458032,genus,Chloracidobacterium,1562566,class
459786,genus,Oscillibacter,216572,family
460517,genus,Komagataella,115784,family
469322,genus,Steroidobacter,568386,family
471824,genus,Haloplasma,471823,family
482135,genus,Thermogymnomonas,2301,order
482136,genus,Fangia,72273,order
483074,genus,Baudoinia,668547,family
489140,genus,Geminicoccus,28211,class
490731,genus,Kwoniella,5234,order
492233,genus,Thiohalorhabdus,1236,class
494041,genus,Ophiognomonia,218102,family
497726,genus,Nitrososphaera,1033997,family
498845,genus,Candidatus Korarchaeum,51967,phylum
505692,genus,Chromera,877183,phylum
507753,genus,Acidiplasma,90142,family
510690,genus,Sneathiella,510685,family
511434,genus,Candidatus Azobacteroides,171549,order
511745,genus,Methylacidiphilum,717964,family
513557,genus,Syntrophorhabdus,513556,family
548686,genus,Ostreavirus,548685,family
558016,genus,Alphabaculovirus,10442,family
564645,genus,Globulovirus,292638,family
570266,genus,Methanocella,570265,family
573054,genus,Ampullavirus,573053,family
573657,genus,Candidatus Hodgkinia,356,order
577469,genus,Demequina,1042322,family
582472,genus,Wohlfahrtiimonas,1236,class
582491,genus,Rubidibacter,1118,order
586132,genus,Nematocida,6029,phylum
592558,genus,Rhodotorula <mitosporic Basidiomycota>,5204,phylum
596499,genus,Nitriliruptor,596498,family
599651,genus,Bermanella,135620,family
599838,genus,Fibroporia,5317,family
626119,genus,Ruania,1331736,family
630701,genus,Perkinsela,5653,order
637852,genus,Gongylonema,637851,family
643909,genus,Cystobasidiopsis,54740,family
645516,genus,Polemovirus,10239,superkingdom
651456,genus,Kosmotoga,1643948,family
658061,genus,Candidatus Koribacter,204434,family
660063,genus,Methermicoccus,660062,family
666508,genus,Phycisphaera,666507,family
669357,genus,Geminocystis,1118,order
669368,genus,Coleofasciculus,1150,order
670486,genus,Dehalogenimonas,301297,class
674962,genus,Bacillarnavirus,464095,order
674970,genus,Labyrnavirus,464095,order
674976,genus,Dinornavirus,866787,family
674979,genus,Bacilladnavirus,10239,superkingdom
675062,genus,Mycoflexivirus,675061,family
675070,genus,Cilevirus,10239,superkingdom
675845,genus,Emaravirus,10239,superkingdom
679174,genus,Biatriospora,1849762,family
693074,genus,Caldisericum,693073,family
693448,genus,Uroleptopsis,57503,family
694013,genus,Gammacoronavirus,11118,family
697025,genus,Hoyosella,85007,order
715222,genus,Caldicoprobacter,715221,family
741759,genus,Tomitella,85007,order
745410,genus,Gallaecimonas,1236,class
767891,genus,Candidatus Puniceispirillum,28211,class
768669,genus,Thermogemmatispora,768668,family
795339,genus,Phytopythium,4776,order
795750,genus,Ignavibacterium,795749,family
866673,genus,Marinifilum,1573805,family
877559,genus,Thecamonas,172820,family
909656,genus,Phocaeicola,171549,order
911113,genus,Bryobacter,332160,order
935200,genus,Sulfuricella,1559980,family
946234,genus,Flavonifractor,186802,order
983939,genus,Holtermanniella,1051672,order
984996,genus,Mobilicoccus,85018,family
990721,genus,Christensenella,990719,family
991903,genus,Polymorphum,28211,class
996924,genus,Mastigocoleus,1189,order
1005038,genus,Fimbriimonas,1663426,family
1005722,genus,Phormidesmis,1150,order
1007082,genus,Candidatus Nitrosoarchaeum,338190,family
1017280,genus,Pseudoflavonifractor,186802,order
1028406,genus,Reticulascus,1028405,family
1032526,genus,Pedosphaera,134621,family
1036680,genus,Acremonium <Plectosphaerellaceae>,1033978,family
1052105,genus,Purpureocillium,474942,family
1052683,genus,Obba <basidiomycete fungus>,81064,family
1055688,genus,Sandaracinus,1055686,family
1077265,genus,Chthonomonas,1077264,family
1080709,genus,Methanomassiliicoccus,1577788,family
1169538,genus,Vitrella,877183,phylum
1120752,genus,Nodosilinea,1150,order
1125862,genus,Deferrisoma,28221,class
1129544,genus,Rhizophagus <fungus>,36751,family
1134403,genus,Melioribacter,1334117,family
1142504,genus,Homolaphlyctis,451442,order
1154586,genus,Gaiella,1154585,family
1155738,genus,Moorea <Cyanobacteria>,1150,order
1176354,genus,Hamiltosporidium,103457,family
1185408,genus,Defluviitalea,1185407,family
1193503,genus,Gilliamella,1240483,family
1213737,genus,Schizopora,5304,family
1215354,genus,Knoxdaviesia,1028425,family
1217823,genus,Xylona,1217822,family
1230397,genus,Basidioascus,1339694,family
1266053,genus,Algiphilus,1266054,family
1274401,genus,Candidatus Hepatobacter,766,order
1283209,genus,Alphacarmotetravirus,1283208,family
1283211,genus,Alphapermutotetravirus,1283210,family
1285588,genus,Bidensovirus,1285587,family
1285591,genus,Glossinavirus,1285590,family
1285597,genus,Megabirnavirus,1285596,family
1298634,genus,Betaguttavirus,324686,family
1299297,genus,Quadrivirus,1299296,family
1300028,genus,Gyalolechia,88646,family
1301080,genus,Candidatus Nasuia,28216,class
1307798,genus,Negevirus,10239,superkingdom
1312873,genus,Alphamesonivirus,1312872,family
1322061,genus,Rhizoctonia <Ceratobasidiaceae>,5250,family
1332112,genus,Limnoraphis,1150,order
1333716,genus,Schleiferia,1333713,family
1351751,genus,Parastagonospora,5020,family
1381133,genus,Candidatus Profftella,28216,class
1382931,genus,Ardenticatena,1382930,family
1392389,genus,Intestinimonas,186802,order
1392997,genus,Candidatus Methanoperedens,1392996,family
1400859,genus,Candidatus Contendobacter,1400857,family
1408194,genus,Endomicrobium,1783343,family
1431823,genus,Candidatus Omnitrophus,67812,phylum
1433998,genus,Dissulfuribacter,28221,class
1434048,genus,Thermoanaerobaculum,57723,phylum
1434049,genus,Thermophagus,558415,family
1434708,genus,Hydatigera,6208,family
1453359,genus,Candidatus Atelocyanobacterium,1118,order
1465824,genus,Timonella,85006,order
1471399,genus,Draconibacterium,1471398,family
1472763,genus,Kallipyga,1737404,class
1484898,genus,Methyloceanibacter,356,order
1494215,genus,Verruconis,1111112,family
1495038,genus,Mesoaciditoga,1769717,family
1495041,genus,Thermopetrobacter,28211,class
1500560,genus,Tilletiopsis <Entylomatales incertae sedis>,62914,order
1501143,genus,Neosynechococcus,1118,order
1501433,genus,Kamptonema,1150,order
1505231,genus,Chitinivibrio,1505234,family
1505663,genus,Erysipelatoclostridium,128827,family
1505664,genus,Gottschalkia,186802,order
1506553,genus,Lachnoclostridium,186803,family
1507401,genus,Bocaparvovirus,10780,family
1508657,genus,Ruminiclostridium,541000,family
1511648,genus,Defluviitoga,1643947,order
1511809,genus,Betapartitivirus,11012,family
1511859,genus,Alphaturrivirus,1511858,family
1513277,genus,Higrevirus,10239,superkingdom
1513295,genus,Nyavirus,1513294,family
1513458,genus,Marseillevirus,944644,family
1521255,genus,Candidatus Paracaedibacter,1777752,family
1524214,genus,Vulgatibacter,1524213,family
1524217,genus,Labilithrix,1524216,family
1524249,genus,Pseudohongiella,1236,class
1540230,genus,Alloascoidea,1540229,family
1541743,genus,Candidatus Ruthia,1236,class
1551504,genus,Candidatus Babela,28221,class
1562565,genus,Pyrinomonas,1562566,class
1593364,genus,Candidatus Nitrosopelagicus,651137,phylum
1608298,genus,Thiolapillus,1236,class
1611036,genus,Graphilbum,5152,family
1633208,genus,Endocalyx,4890,phylum
1633384,genus,Mitosporidium,6029,phylum
1635094,genus,Albophoma,147550,class
1635096,genus,Didymobotryum,147550,class
1649503,genus,Terrimicrobium,134549,class
1649508,genus,Thermorudis,189775,class
1652133,genus,Halobacteriovorax,1652132,family
1653394,genus,Mammarenavirus,11617,family
1655637,genus,Lokiarchaeum,1655434,phylum
1659840,genus,Sanghuangporus,40424,family
1676142,genus,Wenzhouxiangella,1676141,family
1676651,genus,Limnochorda,1676650,family
1678141,genus,Orthohepevirus,291484,family
1686313,genus,Fenollaria,186802,order
1699066,genus,Candidatus Arcanobacter,766,order
1714268,genus,Alphasphaerolipovirus,1714267,family
1715798,genus,Levyella,186802,order
1738655,genus,Woeseia,1738654,family
1765682,genus,Acidibacillus,1385,order
1803399,genus,Candidatus Peribacter,1803398,order
1805626,genus,Pithovirus,10239,superkingdom
1812918,genus,Candidatus Fibromonas,1812917,family
1825023,genus,Candidatus Nitrosotenuis,651137,phylum
1827277,genus,Aliterella,52604,order
1827307,genus,Ventosimonas,1827282,family
1840214,genus,Lentimicrobium,1840213,family
1847725,genus,Lawsonella,85007,order
1849718,genus,Labilibacter,976,phylum
1851468,genus,Vanrija,1759442,family
1851509,genus,Naganishia,5408,family
1851554,genus,Xanthophyllomyces,1851551,family
1851575,genus,Solicoccozyma,1851565,family
1855362,genus,Candidatus Thermokryptus,1855361,phylum
1855365,genus,Candidatus Kryptonium,1855361,phylum
1868215,genus,Orthopneumovirus,11157,order
